Description	ID	Solanum_lycopersicum	Solanum_appendiculatum	Petunia_inflata	Solanum_tuberosum	Jaltomata_sinuosa	Petunia_axillaris	Nicotiana_attenuata
OG0039416	OG0039416	0	0	1	0	0	0	0
OG0039417	OG0039417	0	0	1	0	0	0	0
OG0039418	OG0039418	0	0	1	0	0	0	0
OG0039419	OG0039419	0	0	1	0	0	0	0
OG0039420	OG0039420	0	0	1	0	0	0	0
OG0039421	OG0039421	0	0	1	0	0	0	0
OG0039422	OG0039422	0	0	1	0	0	0	0
OG0039423	OG0039423	0	0	1	0	0	0	0
OG0039424	OG0039424	0	0	1	0	0	0	0
OG0039425	OG0039425	0	0	1	0	0	0	0
OG0039426	OG0039426	0	0	1	0	0	0	0
OG0039427	OG0039427	0	0	1	0	0	0	0
OG0039428	OG0039428	0	0	1	0	0	0	0
OG0039429	OG0039429	0	0	1	0	0	0	0
OG0039430	OG0039430	0	0	1	0	0	0	0
OG0039431	OG0039431	0	0	1	0	0	0	0
OG0039432	OG0039432	0	0	1	0	0	0	0
OG0039433	OG0039433	0	0	1	0	0	0	0
OG0039434	OG0039434	0	0	1	0	0	0	0
OG0039435	OG0039435	0	0	1	0	0	0	0
OG0039436	OG0039436	0	0	1	0	0	0	0
OG0039437	OG0039437	0	0	1	0	0	0	0
OG0039438	OG0039438	0	0	1	0	0	0	0
OG0039439	OG0039439	0	0	1	0	0	0	0
OG0039440	OG0039440	0	0	1	0	0	0	0
OG0039441	OG0039441	0	0	1	0	0	0	0
OG0039442	OG0039442	0	0	1	0	0	0	0
OG0039443	OG0039443	0	0	1	0	0	0	0
OG0039444	OG0039444	0	0	1	0	0	0	0
OG0039445	OG0039445	0	0	1	0	0	0	0
OG0039446	OG0039446	0	0	1	0	0	0	0
OG0039447	OG0039447	0	0	1	0	0	0	0
OG0039448	OG0039448	0	0	1	0	0	0	0
OG0039449	OG0039449	0	0	1	0	0	0	0
OG0039450	OG0039450	0	0	1	0	0	0	0
OG0039451	OG0039451	0	0	1	0	0	0	0
OG0039452	OG0039452	0	0	1	0	0	0	0
OG0039453	OG0039453	0	0	1	0	0	0	0
OG0039454	OG0039454	0	0	1	0	0	0	0
OG0039455	OG0039455	0	0	1	0	0	0	0
OG0039456	OG0039456	0	0	1	0	0	0	0
OG0039457	OG0039457	0	0	1	0	0	0	0
OG0039458	OG0039458	0	0	1	0	0	0	0
OG0039459	OG0039459	0	0	1	0	0	0	0
OG0039460	OG0039460	0	0	1	0	0	0	0
OG0039461	OG0039461	0	0	1	0	0	0	0
OG0039462	OG0039462	0	0	1	0	0	0	0
OG0039463	OG0039463	0	0	1	0	0	0	0
OG0039464	OG0039464	0	0	1	0	0	0	0
OG0039465	OG0039465	0	0	1	0	0	0	0
OG0039466	OG0039466	0	0	1	0	0	0	0
OG0039467	OG0039467	0	0	1	0	0	0	0
OG0039468	OG0039468	0	0	1	0	0	0	0
OG0039469	OG0039469	0	0	1	0	0	0	0
OG0039470	OG0039470	0	0	1	0	0	0	0
OG0039471	OG0039471	0	0	1	0	0	0	0
OG0039472	OG0039472	0	0	1	0	0	0	0
OG0039473	OG0039473	0	0	1	0	0	0	0
OG0039474	OG0039474	0	0	1	0	0	0	0
OG0039475	OG0039475	0	0	1	0	0	0	0
OG0039476	OG0039476	0	0	1	0	0	0	0
OG0039477	OG0039477	0	0	1	0	0	0	0
OG0039478	OG0039478	0	0	1	0	0	0	0
OG0039479	OG0039479	0	0	1	0	0	0	0
OG0039480	OG0039480	0	0	1	0	0	0	0
OG0039481	OG0039481	0	0	1	0	0	0	0
OG0039482	OG0039482	0	0	1	0	0	0	0
OG0039483	OG0039483	0	0	1	0	0	0	0
OG0039484	OG0039484	0	0	1	0	0	0	0
OG0039485	OG0039485	0	0	1	0	0	0	0
OG0039486	OG0039486	0	0	1	0	0	0	0
OG0039487	OG0039487	0	0	1	0	0	0	0
OG0039488	OG0039488	0	0	1	0	0	0	0
OG0039489	OG0039489	0	0	1	0	0	0	0
OG0039490	OG0039490	0	0	1	0	0	0	0
OG0039491	OG0039491	0	0	1	0	0	0	0
OG0039492	OG0039492	0	0	1	0	0	0	0
OG0039493	OG0039493	0	0	1	0	0	0	0
OG0039494	OG0039494	0	0	1	0	0	0	0
OG0039495	OG0039495	0	0	1	0	0	0	0
OG0039496	OG0039496	0	0	1	0	0	0	0
OG0039497	OG0039497	0	0	1	0	0	0	0
OG0039498	OG0039498	0	0	1	0	0	0	0
OG0039499	OG0039499	0	0	1	0	0	0	0
OG0039500	OG0039500	0	0	1	0	0	0	0
OG0039501	OG0039501	0	0	1	0	0	0	0
OG0039502	OG0039502	0	0	1	0	0	0	0
OG0039503	OG0039503	0	0	1	0	0	0	0
OG0039504	OG0039504	0	0	1	0	0	0	0
OG0039505	OG0039505	0	0	1	0	0	0	0
OG0039506	OG0039506	0	0	1	0	0	0	0
OG0039507	OG0039507	0	0	1	0	0	0	0
OG0039508	OG0039508	0	0	1	0	0	0	0
OG0039509	OG0039509	0	0	1	0	0	0	0
OG0039510	OG0039510	0	0	1	0	0	0	0
OG0039511	OG0039511	0	0	1	0	0	0	0
OG0039512	OG0039512	0	0	1	0	0	0	0
OG0039513	OG0039513	0	0	1	0	0	0	0
OG0039514	OG0039514	0	0	1	0	0	0	0
OG0039515	OG0039515	0	0	1	0	0	0	0
OG0039516	OG0039516	0	0	1	0	0	0	0
OG0039517	OG0039517	0	0	1	0	0	0	0
OG0039518	OG0039518	0	0	1	0	0	0	0
OG0039519	OG0039519	0	0	1	0	0	0	0
OG0039520	OG0039520	0	0	1	0	0	0	0
OG0039521	OG0039521	0	0	1	0	0	0	0
OG0039522	OG0039522	0	0	1	0	0	0	0
OG0039523	OG0039523	0	0	1	0	0	0	0
OG0039524	OG0039524	0	0	1	0	0	0	0
OG0039525	OG0039525	0	0	1	0	0	0	0
OG0039526	OG0039526	0	0	1	0	0	0	0
OG0039527	OG0039527	0	0	1	0	0	0	0
OG0039528	OG0039528	0	0	1	0	0	0	0
OG0039529	OG0039529	0	0	1	0	0	0	0
OG0039530	OG0039530	0	0	1	0	0	0	0
OG0039531	OG0039531	0	0	1	0	0	0	0
OG0039532	OG0039532	0	0	1	0	0	0	0
OG0039533	OG0039533	0	0	1	0	0	0	0
OG0039534	OG0039534	0	0	1	0	0	0	0
OG0039535	OG0039535	0	0	1	0	0	0	0
OG0039536	OG0039536	0	0	1	0	0	0	0
OG0039537	OG0039537	0	0	1	0	0	0	0
OG0039538	OG0039538	0	0	1	0	0	0	0
OG0039539	OG0039539	0	0	1	0	0	0	0
OG0039540	OG0039540	0	0	1	0	0	0	0
OG0039541	OG0039541	0	0	1	0	0	0	0
OG0039542	OG0039542	0	0	1	0	0	0	0
OG0039543	OG0039543	0	0	1	0	0	0	0
OG0039544	OG0039544	0	0	1	0	0	0	0
OG0039545	OG0039545	0	0	1	0	0	0	0
OG0039546	OG0039546	0	0	1	0	0	0	0
OG0039547	OG0039547	0	0	1	0	0	0	0
OG0039548	OG0039548	0	0	1	0	0	0	0
OG0039549	OG0039549	0	0	1	0	0	0	0
OG0039550	OG0039550	0	0	1	0	0	0	0
OG0039551	OG0039551	0	0	1	0	0	0	0
OG0039552	OG0039552	0	0	1	0	0	0	0
OG0039553	OG0039553	0	0	1	0	0	0	0
OG0039554	OG0039554	0	0	1	0	0	0	0
OG0039555	OG0039555	0	0	1	0	0	0	0
OG0039556	OG0039556	0	0	1	0	0	0	0
OG0039557	OG0039557	0	0	1	0	0	0	0
OG0039558	OG0039558	0	0	1	0	0	0	0
OG0039559	OG0039559	0	0	1	0	0	0	0
OG0039560	OG0039560	0	0	1	0	0	0	0
OG0039561	OG0039561	0	0	1	0	0	0	0
OG0039562	OG0039562	0	0	1	0	0	0	0
OG0039563	OG0039563	0	0	1	0	0	0	0
OG0039564	OG0039564	0	0	1	0	0	0	0
OG0039565	OG0039565	0	0	1	0	0	0	0
OG0039566	OG0039566	0	0	1	0	0	0	0
OG0039567	OG0039567	0	0	1	0	0	0	0
OG0039568	OG0039568	0	0	1	0	0	0	0
OG0039569	OG0039569	0	0	1	0	0	0	0
OG0039570	OG0039570	0	0	1	0	0	0	0
OG0039571	OG0039571	0	0	1	0	0	0	0
OG0039572	OG0039572	0	0	1	0	0	0	0
OG0039573	OG0039573	0	0	1	0	0	0	0
OG0039574	OG0039574	0	0	1	0	0	0	0
OG0039575	OG0039575	0	0	1	0	0	0	0
OG0039576	OG0039576	0	0	1	0	0	0	0
OG0039577	OG0039577	0	0	1	0	0	0	0
OG0039578	OG0039578	0	0	1	0	0	0	0
OG0039579	OG0039579	0	0	1	0	0	0	0
OG0039580	OG0039580	0	0	1	0	0	0	0
OG0039581	OG0039581	0	0	1	0	0	0	0
OG0039582	OG0039582	0	0	1	0	0	0	0
OG0039583	OG0039583	0	0	1	0	0	0	0
OG0039584	OG0039584	0	0	1	0	0	0	0
OG0039585	OG0039585	0	0	1	0	0	0	0
OG0039586	OG0039586	0	0	1	0	0	0	0
OG0039587	OG0039587	0	0	1	0	0	0	0
OG0039588	OG0039588	0	0	1	0	0	0	0
OG0039589	OG0039589	0	0	1	0	0	0	0
OG0039590	OG0039590	0	0	1	0	0	0	0
OG0039591	OG0039591	0	0	1	0	0	0	0
OG0039592	OG0039592	0	0	1	0	0	0	0
OG0039593	OG0039593	0	0	1	0	0	0	0
OG0039594	OG0039594	0	0	1	0	0	0	0
OG0039595	OG0039595	0	0	1	0	0	0	0
OG0039596	OG0039596	0	0	1	0	0	0	0
OG0039597	OG0039597	0	0	1	0	0	0	0
OG0039598	OG0039598	0	0	1	0	0	0	0
OG0039599	OG0039599	0	0	1	0	0	0	0
OG0039600	OG0039600	0	0	1	0	0	0	0
OG0039601	OG0039601	0	0	1	0	0	0	0
OG0039602	OG0039602	0	0	1	0	0	0	0
OG0039603	OG0039603	0	0	1	0	0	0	0
OG0039604	OG0039604	0	0	1	0	0	0	0
OG0039605	OG0039605	0	0	1	0	0	0	0
OG0039606	OG0039606	0	0	1	0	0	0	0
OG0039607	OG0039607	0	0	1	0	0	0	0
OG0039608	OG0039608	0	0	1	0	0	0	0
OG0039609	OG0039609	0	0	1	0	0	0	0
OG0039610	OG0039610	0	0	1	0	0	0	0
OG0039611	OG0039611	0	0	1	0	0	0	0
OG0039612	OG0039612	0	0	1	0	0	0	0
OG0039613	OG0039613	0	0	1	0	0	0	0
OG0039614	OG0039614	0	0	1	0	0	0	0
OG0039615	OG0039615	0	0	1	0	0	0	0
OG0039616	OG0039616	0	0	1	0	0	0	0
OG0039617	OG0039617	0	0	1	0	0	0	0
OG0039618	OG0039618	0	0	1	0	0	0	0
OG0039619	OG0039619	0	0	1	0	0	0	0
OG0039620	OG0039620	0	0	1	0	0	0	0
OG0039621	OG0039621	0	0	1	0	0	0	0
OG0039622	OG0039622	0	0	1	0	0	0	0
OG0039623	OG0039623	0	0	1	0	0	0	0
OG0039624	OG0039624	0	0	1	0	0	0	0
OG0039625	OG0039625	0	0	1	0	0	0	0
OG0039626	OG0039626	0	0	1	0	0	0	0
OG0039627	OG0039627	0	0	1	0	0	0	0
OG0039628	OG0039628	0	0	1	0	0	0	0
OG0039629	OG0039629	0	0	1	0	0	0	0
OG0039630	OG0039630	0	0	1	0	0	0	0
OG0039631	OG0039631	0	0	1	0	0	0	0
OG0039632	OG0039632	0	0	1	0	0	0	0
OG0039633	OG0039633	0	0	1	0	0	0	0
OG0039634	OG0039634	0	0	1	0	0	0	0
OG0039635	OG0039635	0	0	1	0	0	0	0
OG0039636	OG0039636	0	0	1	0	0	0	0
OG0039637	OG0039637	0	0	1	0	0	0	0
OG0039638	OG0039638	0	0	1	0	0	0	0
OG0039639	OG0039639	0	0	1	0	0	0	0
OG0039640	OG0039640	0	0	1	0	0	0	0
OG0039641	OG0039641	0	0	1	0	0	0	0
OG0039642	OG0039642	0	0	1	0	0	0	0
OG0039643	OG0039643	0	0	1	0	0	0	0
OG0039644	OG0039644	0	0	1	0	0	0	0
OG0039645	OG0039645	0	0	1	0	0	0	0
OG0039646	OG0039646	0	0	1	0	0	0	0
OG0039647	OG0039647	0	0	1	0	0	0	0
OG0039648	OG0039648	0	0	1	0	0	0	0
OG0039649	OG0039649	0	0	1	0	0	0	0
OG0039650	OG0039650	0	0	1	0	0	0	0
OG0039651	OG0039651	0	0	1	0	0	0	0
OG0039652	OG0039652	0	0	1	0	0	0	0
OG0039653	OG0039653	0	0	1	0	0	0	0
OG0039654	OG0039654	0	0	1	0	0	0	0
OG0039655	OG0039655	0	0	1	0	0	0	0
OG0039656	OG0039656	0	0	1	0	0	0	0
OG0039657	OG0039657	0	0	1	0	0	0	0
OG0039658	OG0039658	0	0	1	0	0	0	0
OG0039659	OG0039659	0	0	1	0	0	0	0
OG0039660	OG0039660	0	0	1	0	0	0	0
OG0039661	OG0039661	0	0	1	0	0	0	0
OG0039662	OG0039662	0	0	1	0	0	0	0
OG0039663	OG0039663	0	0	1	0	0	0	0
OG0039664	OG0039664	0	0	1	0	0	0	0
OG0039665	OG0039665	0	0	1	0	0	0	0
OG0039666	OG0039666	0	0	1	0	0	0	0
OG0039667	OG0039667	0	0	1	0	0	0	0
OG0039668	OG0039668	0	0	1	0	0	0	0
OG0039669	OG0039669	0	0	1	0	0	0	0
OG0039670	OG0039670	0	0	1	0	0	0	0
OG0039671	OG0039671	0	0	1	0	0	0	0
OG0039672	OG0039672	0	0	1	0	0	0	0
OG0039673	OG0039673	0	0	1	0	0	0	0
OG0039674	OG0039674	0	0	1	0	0	0	0
OG0039675	OG0039675	0	0	1	0	0	0	0
OG0039676	OG0039676	0	0	1	0	0	0	0
OG0039677	OG0039677	0	0	1	0	0	0	0
OG0039678	OG0039678	0	0	1	0	0	0	0
OG0039679	OG0039679	0	0	1	0	0	0	0
OG0039680	OG0039680	0	0	1	0	0	0	0
OG0039681	OG0039681	0	0	1	0	0	0	0
OG0039682	OG0039682	0	0	1	0	0	0	0
OG0039683	OG0039683	0	0	1	0	0	0	0
OG0039684	OG0039684	0	0	1	0	0	0	0
OG0039685	OG0039685	0	0	1	0	0	0	0
OG0039686	OG0039686	0	0	1	0	0	0	0
OG0039687	OG0039687	0	0	1	0	0	0	0
OG0039688	OG0039688	0	0	1	0	0	0	0
OG0039689	OG0039689	0	0	1	0	0	0	0
OG0039690	OG0039690	0	0	1	0	0	0	0
OG0039691	OG0039691	0	0	1	0	0	0	0
OG0039692	OG0039692	0	0	1	0	0	0	0
OG0039693	OG0039693	0	0	1	0	0	0	0
OG0039694	OG0039694	0	0	1	0	0	0	0
OG0039695	OG0039695	0	0	1	0	0	0	0
OG0039696	OG0039696	0	0	1	0	0	0	0
OG0039697	OG0039697	0	0	1	0	0	0	0
OG0039698	OG0039698	0	0	1	0	0	0	0
OG0039699	OG0039699	0	0	1	0	0	0	0
OG0039700	OG0039700	0	0	1	0	0	0	0
OG0039701	OG0039701	0	0	1	0	0	0	0
OG0039702	OG0039702	0	0	1	0	0	0	0
OG0039703	OG0039703	0	0	1	0	0	0	0
OG0039704	OG0039704	0	0	1	0	0	0	0
OG0039705	OG0039705	0	0	1	0	0	0	0
OG0039706	OG0039706	0	0	1	0	0	0	0
OG0039707	OG0039707	0	0	1	0	0	0	0
OG0039708	OG0039708	0	0	1	0	0	0	0
OG0039709	OG0039709	0	0	1	0	0	0	0
OG0039710	OG0039710	0	0	1	0	0	0	0
OG0039711	OG0039711	0	0	1	0	0	0	0
OG0039712	OG0039712	0	0	1	0	0	0	0
OG0039713	OG0039713	0	0	1	0	0	0	0
OG0039714	OG0039714	0	0	1	0	0	0	0
OG0039715	OG0039715	0	0	1	0	0	0	0
OG0039716	OG0039716	0	0	1	0	0	0	0
OG0039717	OG0039717	0	0	1	0	0	0	0
OG0039718	OG0039718	0	0	1	0	0	0	0
OG0039719	OG0039719	0	0	1	0	0	0	0
OG0039720	OG0039720	0	0	1	0	0	0	0
OG0039721	OG0039721	0	0	1	0	0	0	0
OG0039722	OG0039722	0	0	1	0	0	0	0
OG0039723	OG0039723	0	0	1	0	0	0	0
OG0039724	OG0039724	0	0	1	0	0	0	0
OG0039725	OG0039725	0	0	1	0	0	0	0
OG0039726	OG0039726	0	0	1	0	0	0	0
OG0039727	OG0039727	0	0	1	0	0	0	0
OG0039728	OG0039728	0	0	1	0	0	0	0
OG0039729	OG0039729	0	0	1	0	0	0	0
OG0039730	OG0039730	0	0	1	0	0	0	0
OG0039731	OG0039731	0	0	1	0	0	0	0
OG0039732	OG0039732	0	0	1	0	0	0	0
OG0039733	OG0039733	0	0	1	0	0	0	0
OG0039734	OG0039734	0	0	1	0	0	0	0
OG0039735	OG0039735	0	0	1	0	0	0	0
OG0039736	OG0039736	0	0	1	0	0	0	0
OG0039737	OG0039737	0	0	1	0	0	0	0
OG0039738	OG0039738	0	0	1	0	0	0	0
OG0039739	OG0039739	0	0	1	0	0	0	0
OG0039740	OG0039740	0	0	1	0	0	0	0
OG0039741	OG0039741	0	0	1	0	0	0	0
OG0039742	OG0039742	0	0	1	0	0	0	0
OG0039743	OG0039743	0	0	1	0	0	0	0
OG0039744	OG0039744	0	0	1	0	0	0	0
OG0039745	OG0039745	0	0	1	0	0	0	0
OG0039746	OG0039746	0	0	1	0	0	0	0
OG0039747	OG0039747	0	0	1	0	0	0	0
OG0039748	OG0039748	0	0	1	0	0	0	0
OG0039749	OG0039749	0	0	1	0	0	0	0
OG0039750	OG0039750	0	0	1	0	0	0	0
OG0039751	OG0039751	0	0	1	0	0	0	0
OG0039752	OG0039752	0	0	1	0	0	0	0
OG0039753	OG0039753	0	0	1	0	0	0	0
OG0039754	OG0039754	0	0	1	0	0	0	0
OG0039755	OG0039755	0	0	1	0	0	0	0
OG0039756	OG0039756	0	0	1	0	0	0	0
OG0039757	OG0039757	0	0	1	0	0	0	0
OG0039758	OG0039758	0	0	1	0	0	0	0
OG0039759	OG0039759	0	0	1	0	0	0	0
OG0039760	OG0039760	0	0	1	0	0	0	0
OG0039761	OG0039761	0	0	1	0	0	0	0
OG0039762	OG0039762	0	0	1	0	0	0	0
OG0039763	OG0039763	0	0	1	0	0	0	0
OG0039764	OG0039764	0	0	1	0	0	0	0
OG0039765	OG0039765	0	0	1	0	0	0	0
OG0039766	OG0039766	0	0	1	0	0	0	0
OG0039767	OG0039767	0	0	1	0	0	0	0
OG0039768	OG0039768	0	0	1	0	0	0	0
OG0039769	OG0039769	0	0	1	0	0	0	0
OG0039770	OG0039770	0	0	1	0	0	0	0
OG0039771	OG0039771	0	0	1	0	0	0	0
OG0039772	OG0039772	0	0	1	0	0	0	0
OG0039773	OG0039773	0	0	1	0	0	0	0
OG0039774	OG0039774	0	0	1	0	0	0	0
OG0039775	OG0039775	0	0	1	0	0	0	0
OG0039776	OG0039776	0	0	1	0	0	0	0
OG0039777	OG0039777	0	0	1	0	0	0	0
OG0039778	OG0039778	0	0	1	0	0	0	0
OG0039779	OG0039779	0	0	1	0	0	0	0
OG0039780	OG0039780	0	0	1	0	0	0	0
OG0039781	OG0039781	0	0	1	0	0	0	0
OG0039782	OG0039782	0	0	1	0	0	0	0
OG0039783	OG0039783	0	0	1	0	0	0	0
OG0039784	OG0039784	0	0	1	0	0	0	0
OG0039785	OG0039785	0	0	1	0	0	0	0
OG0039786	OG0039786	0	0	1	0	0	0	0
OG0039787	OG0039787	0	0	1	0	0	0	0
OG0039788	OG0039788	0	0	1	0	0	0	0
OG0039789	OG0039789	0	0	1	0	0	0	0
OG0039790	OG0039790	0	0	1	0	0	0	0
OG0039791	OG0039791	0	0	1	0	0	0	0
OG0039792	OG0039792	0	0	1	0	0	0	0
OG0039793	OG0039793	0	0	1	0	0	0	0
OG0039794	OG0039794	0	0	1	0	0	0	0
OG0039795	OG0039795	0	0	1	0	0	0	0
OG0039796	OG0039796	0	0	1	0	0	0	0
OG0039797	OG0039797	0	0	1	0	0	0	0
OG0039798	OG0039798	0	0	1	0	0	0	0
OG0039799	OG0039799	0	0	1	0	0	0	0
OG0039800	OG0039800	0	0	1	0	0	0	0
OG0039801	OG0039801	0	0	1	0	0	0	0
OG0039802	OG0039802	0	0	1	0	0	0	0
OG0039803	OG0039803	0	0	1	0	0	0	0
OG0039804	OG0039804	0	0	1	0	0	0	0
OG0039805	OG0039805	0	0	1	0	0	0	0
OG0039806	OG0039806	0	0	1	0	0	0	0
OG0039807	OG0039807	0	0	1	0	0	0	0
OG0039808	OG0039808	0	0	1	0	0	0	0
OG0039809	OG0039809	0	0	1	0	0	0	0
OG0039810	OG0039810	0	0	1	0	0	0	0
OG0039811	OG0039811	0	0	1	0	0	0	0
OG0039812	OG0039812	0	0	1	0	0	0	0
OG0039813	OG0039813	0	0	1	0	0	0	0
OG0039814	OG0039814	0	0	1	0	0	0	0
OG0039815	OG0039815	0	0	1	0	0	0	0
OG0039816	OG0039816	0	0	1	0	0	0	0
OG0039817	OG0039817	0	0	1	0	0	0	0
OG0039818	OG0039818	0	0	1	0	0	0	0
OG0039819	OG0039819	0	0	1	0	0	0	0
OG0039820	OG0039820	0	0	1	0	0	0	0
OG0039821	OG0039821	0	0	1	0	0	0	0
OG0039822	OG0039822	0	0	1	0	0	0	0
OG0039823	OG0039823	0	0	1	0	0	0	0
OG0039824	OG0039824	0	0	1	0	0	0	0
OG0039825	OG0039825	0	0	1	0	0	0	0
OG0039826	OG0039826	0	0	1	0	0	0	0
OG0039827	OG0039827	0	0	1	0	0	0	0
OG0039828	OG0039828	0	0	1	0	0	0	0
OG0039829	OG0039829	0	0	1	0	0	0	0
OG0039830	OG0039830	0	0	1	0	0	0	0
OG0039831	OG0039831	0	0	1	0	0	0	0
OG0039832	OG0039832	0	0	1	0	0	0	0
OG0039833	OG0039833	0	0	1	0	0	0	0
OG0039834	OG0039834	0	0	1	0	0	0	0
OG0039835	OG0039835	0	0	1	0	0	0	0
OG0039836	OG0039836	0	0	1	0	0	0	0
OG0039837	OG0039837	0	0	1	0	0	0	0
OG0039838	OG0039838	0	0	1	0	0	0	0
OG0039839	OG0039839	0	0	1	0	0	0	0
OG0039840	OG0039840	0	0	1	0	0	0	0
OG0039841	OG0039841	0	0	1	0	0	0	0
OG0039842	OG0039842	0	0	1	0	0	0	0
OG0039843	OG0039843	0	0	1	0	0	0	0
OG0039844	OG0039844	0	0	1	0	0	0	0
OG0039845	OG0039845	0	0	1	0	0	0	0
OG0039846	OG0039846	0	0	1	0	0	0	0
OG0039847	OG0039847	0	0	1	0	0	0	0
OG0039848	OG0039848	0	0	1	0	0	0	0
OG0039849	OG0039849	0	0	1	0	0	0	0
OG0039850	OG0039850	0	0	1	0	0	0	0
OG0039851	OG0039851	0	0	1	0	0	0	0
OG0039852	OG0039852	0	0	1	0	0	0	0
OG0039853	OG0039853	0	0	1	0	0	0	0
OG0039854	OG0039854	0	0	1	0	0	0	0
OG0039855	OG0039855	0	0	1	0	0	0	0
OG0039856	OG0039856	0	0	1	0	0	0	0
OG0039857	OG0039857	0	0	1	0	0	0	0
OG0039858	OG0039858	0	0	1	0	0	0	0
OG0039859	OG0039859	0	0	1	0	0	0	0
OG0039860	OG0039860	0	0	1	0	0	0	0
OG0039861	OG0039861	0	0	1	0	0	0	0
OG0039862	OG0039862	0	0	1	0	0	0	0
OG0039863	OG0039863	0	0	1	0	0	0	0
OG0039864	OG0039864	0	0	1	0	0	0	0
OG0039865	OG0039865	0	0	1	0	0	0	0
OG0039866	OG0039866	0	0	1	0	0	0	0
OG0039867	OG0039867	0	0	1	0	0	0	0
OG0039868	OG0039868	0	0	1	0	0	0	0
OG0039869	OG0039869	0	0	1	0	0	0	0
OG0039870	OG0039870	0	0	1	0	0	0	0
OG0039871	OG0039871	0	0	1	0	0	0	0
OG0039872	OG0039872	0	0	1	0	0	0	0
OG0039873	OG0039873	0	0	1	0	0	0	0
OG0039874	OG0039874	0	0	1	0	0	0	0
OG0039875	OG0039875	0	0	1	0	0	0	0
OG0039876	OG0039876	0	0	1	0	0	0	0
OG0039877	OG0039877	0	0	1	0	0	0	0
OG0039878	OG0039878	0	0	1	0	0	0	0
OG0039879	OG0039879	0	0	1	0	0	0	0
OG0039880	OG0039880	0	0	1	0	0	0	0
OG0039881	OG0039881	0	0	1	0	0	0	0
OG0039882	OG0039882	0	0	1	0	0	0	0
OG0039883	OG0039883	0	0	1	0	0	0	0
OG0039884	OG0039884	0	0	1	0	0	0	0
OG0039885	OG0039885	0	0	1	0	0	0	0
OG0039886	OG0039886	0	0	1	0	0	0	0
OG0039887	OG0039887	0	0	1	0	0	0	0
OG0039888	OG0039888	0	0	1	0	0	0	0
OG0039889	OG0039889	0	0	1	0	0	0	0
OG0039890	OG0039890	0	0	1	0	0	0	0
OG0039891	OG0039891	0	0	1	0	0	0	0
OG0039892	OG0039892	0	0	1	0	0	0	0
OG0039893	OG0039893	0	0	1	0	0	0	0
OG0039894	OG0039894	0	0	1	0	0	0	0
OG0039895	OG0039895	0	0	1	0	0	0	0
OG0039896	OG0039896	0	0	1	0	0	0	0
OG0039897	OG0039897	0	0	1	0	0	0	0
OG0039898	OG0039898	0	0	1	0	0	0	0
OG0039899	OG0039899	0	0	1	0	0	0	0
OG0039900	OG0039900	0	0	1	0	0	0	0
OG0039901	OG0039901	0	0	1	0	0	0	0
OG0039902	OG0039902	0	0	1	0	0	0	0
OG0039903	OG0039903	0	0	1	0	0	0	0
OG0039904	OG0039904	0	0	1	0	0	0	0
OG0039905	OG0039905	0	0	1	0	0	0	0
OG0039906	OG0039906	0	0	1	0	0	0	0
OG0039907	OG0039907	0	0	1	0	0	0	0
OG0039908	OG0039908	0	0	1	0	0	0	0
OG0039909	OG0039909	0	0	1	0	0	0	0
OG0039910	OG0039910	0	0	1	0	0	0	0
OG0039911	OG0039911	0	0	1	0	0	0	0
OG0039912	OG0039912	0	0	1	0	0	0	0
OG0039913	OG0039913	0	0	1	0	0	0	0
OG0039914	OG0039914	0	0	1	0	0	0	0
OG0039915	OG0039915	0	0	1	0	0	0	0
OG0039916	OG0039916	0	0	1	0	0	0	0
OG0039917	OG0039917	0	0	1	0	0	0	0
OG0039918	OG0039918	0	0	1	0	0	0	0
OG0039919	OG0039919	0	0	1	0	0	0	0
OG0039920	OG0039920	0	0	1	0	0	0	0
OG0039921	OG0039921	0	0	1	0	0	0	0
OG0039922	OG0039922	0	0	1	0	0	0	0
OG0039923	OG0039923	0	0	1	0	0	0	0
OG0039924	OG0039924	0	0	1	0	0	0	0
OG0039925	OG0039925	0	0	1	0	0	0	0
OG0039926	OG0039926	0	0	1	0	0	0	0
OG0039927	OG0039927	0	0	1	0	0	0	0
OG0039928	OG0039928	0	0	1	0	0	0	0
OG0039929	OG0039929	0	0	1	0	0	0	0
OG0039930	OG0039930	0	0	1	0	0	0	0
OG0039931	OG0039931	0	0	1	0	0	0	0
OG0039932	OG0039932	0	0	1	0	0	0	0
OG0039933	OG0039933	0	0	1	0	0	0	0
OG0039934	OG0039934	0	0	1	0	0	0	0
OG0039935	OG0039935	0	0	1	0	0	0	0
OG0039936	OG0039936	0	0	1	0	0	0	0
OG0039937	OG0039937	0	0	1	0	0	0	0
OG0039938	OG0039938	0	0	1	0	0	0	0
OG0039939	OG0039939	0	0	1	0	0	0	0
OG0039940	OG0039940	0	0	1	0	0	0	0
OG0039941	OG0039941	0	0	1	0	0	0	0
OG0039942	OG0039942	0	0	1	0	0	0	0
OG0039943	OG0039943	0	0	1	0	0	0	0
OG0039944	OG0039944	0	0	1	0	0	0	0
OG0039945	OG0039945	0	0	1	0	0	0	0
OG0039946	OG0039946	0	0	1	0	0	0	0
OG0039947	OG0039947	0	0	1	0	0	0	0
OG0039948	OG0039948	0	0	1	0	0	0	0
OG0039949	OG0039949	0	0	1	0	0	0	0
OG0039950	OG0039950	0	0	1	0	0	0	0
